facility_code,facility_name,network_id,network_region,latitude,longitude,unit_code,unit_code_display,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,max_generation,registered_date,expected_closure_date,data_first_seen,data_last_seen
SHEP1,Shepparton,NEM,VIC1,-36.322223,145.379291,SHEP1,SHEP1,bioenergy_biogas,operating,1.1,1,,,,2037-12-31T14:00:00Z,,
SHOALHAV,Shoalhaven,NEM,NSW1,-34.733085,150.4667,SHPUMP,SHPUMP,pumps,operating,240,240,,245.9943,,2068-12-31T14:00:00+10:00,1998-12-09T05:05:00+10:00,2026-08-01T16:20:00+10:00
SHOALHAV,Shoalhaven,NEM,NSW1,-34.733085,150.4667,SHGEN,SHGEN,hydro,operating,240,247,9680,254.09,,2068-12-31T14:00:00+10:00,1998-12-07T11:45:00+10:00,2026-07-31T20:35:00+10:00
SHOAL,Shoalhaven Starches,NEM,NSW1,-34.8547,150.6138,SHOAL1,SHOAL1,gas_ocgt,operating,54,54,,50.52,,2049-12-31T14:00:00+10:00,2023-10-17T00:05:00+10:00,2026-08-01T16:20:00+10:00
STWF,Silverton,NEM,NSW1,-31.86095,141.296349,STWF1,STWF1,wind,operating,198.94,198,,197.4375,,2042-12-31T14:00:00+10:00,2018-05-15T09:00:00+10:00,2026-08-01T15:15:00+10:00
SITHE,Smithfield,NEM,NSW1,-33.849945,150.94941,SITHE01,SITHE01,gas_ocgt,operating,125,125,,240,,2043-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-07-31T08:10:00+10:00
SMTHBES1,Smithfield,NEM,NSW1,-33.849972,150.947448,SMTHBES1,SMTHBES1,battery,operating,69.4,65,130,65.5332,,2039-12-31T14:00:00+10:00,2025-09-09T09:45:00+10:00,2026-08-01T16:20:00+10:00
SNAPPER,Snapper Point,NEM,SA1,-34.764433,138.508149,SNAPPER1,SNAPPER1,gas_ocgt,operating,154,150,,155.39,,2045-12-31T14:00:00+10:00,2022-01-19T07:15:00+10:00,2026-07-31T08:15:00+10:00
SNOWTOWN,Snowtown,NEM,SA1,-33.691598,138.166022,SNOWTWN1,SNOWTWN1,wind,operating,99,99,,99.67,,2032-12-31T14:00:00+10:00,2008-04-18T16:35:00+10:00,2026-08-01T16:05:00+10:00
SNOWNTH,Snowtown North,NEM,SA1,-33.756479,138.143043,SNOWNTH1,SNOWNTH1,wind,operating,144,144,,144,,2038-12-31T14:00:00+10:00,2014-02-10T16:30:00+10:00,2026-08-01T16:20:00+10:00
SNOWSTH,Snowtown South,NEM,SA1,-33.862624,138.130367,SNOWSTH1,SNOWSTH1,wind,operating,126,126,,126,,2038-12-31T14:00:00+10:00,2013-10-03T09:55:00+10:00,2026-08-01T16:20:00+10:00
SNUG,Snuggery,NEM,SA1,-37.664996,140.414686,SNUG1,SNUG1,distillate,operating,63,69,,69.0339,,2027-12-31T14:00:00+10:00,1998-12-07T09:25:00+10:00,2026-07-31T20:55:00+10:00
SNUG,Snuggery,NEM,SA1,-37.664996,140.414686,SNUGNL1,SNUGNL1,distillate,operating,21,21,,,,2027-12-31T14:00:00Z,,
AGLSOM,Somerton,NEM,VIC1,-37.631692,144.952802,AGLSOM,AGLSOM,gas_ocgt,operating,170,170,,173.8,,2032-12-31T14:00:00+10:00,2002-05-15T13:15:00+10:00,2026-07-31T22:10:00+10:00
SOUTH_CARDUP,South Cardup,WEM,WEM,-32.26642,116.019263,SOUTH_CARDUP,SOUTH_CARDUP,bioenergy_biogas,operating,4.16,4.16,,6.247,,,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
SKSF,South Keswick,NEM,NSW1,-32.272801,148.659285,SKSF1,SKSF1,solar_utility,operating,15,13,,,,2041-12-31T14:00:00Z,,
STABESS,Stanwell,NEM,QLD1,-23.513568,150.31811,STABESS1,STABESS1,battery,commissioning,317,300,1200,2.9946,,2046-12-31T14:00:00+10:00,2026-06-30T10:40:00+10:00,2026-07-17T15:05:00+10:00
STANWELL,Stanwell,NEM,QLD1,-23.507452,150.313355,STAN-2,STAN-2,coal_black,operating,365,385,,387.277,,2043-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
STANWELL,Stanwell,NEM,QLD1,-23.507452,150.313355,STAN-4,STAN-4,coal_black,operating,365,385,,401.6,,2045-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
STANWELL,Stanwell,NEM,QLD1,-23.507452,150.313355,STAN-1,STAN-1,coal_black,operating,365,385,,388.4947,,2042-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
STANWELL,Stanwell,NEM,QLD1,-23.507452,150.313355,STAN-3,STAN-3,coal_black,operating,365,385,,387.1232,,2044-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-05-29T13:05:00+10:00
STAPYLTON,Stapylton,NEM,QLD1,-27.736111,153.245931,STAPYLTON1,STAPYLTON1,bioenergy_biogas,operating,3,3,,,,2048-12-31T14:00:00Z,,
STARFHILL,Starfish Hill,NEM,SA1,-35.578983,138.139653,STARHLWF,STARHLWF,wind,operating,34.5,35,,35.49,,2032-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
STOCKYD,Stockyard Hill,NEM,VIC1,-37.53568,143.252548,STOCKYD1,STOCKYD1,wind,operating,531,511,,510.22,,2044-12-31T14:00:00+08:00,2021-07-08T00:05:00+08:00,2026-08-01T16:20:00+08:00
STUBSF,Stubbo,NEM,NSW1,-32.26254,149.589068,STUBSF2,STUBSF2,solar_utility,operating,248,198,,200.0214,,2072-12-31T14:00:00+10:00,2024-12-19T09:00:00+10:00,2026-08-01T16:20:00+10:00
STUBSF,Stubbo,NEM,NSW1,-32.26254,149.589068,STUBSF1,STUBSF1,solar_utility,operating,255,202,,204.5351,,2072-12-31T14:00:00+10:00,2024-12-19T09:00:00+10:00,2026-08-01T16:20:00+10:00
SMFBESS1,Summerfield 1,NEM,SA1,-34.9538,139.21502,SMFBESS1,SMFBESS1,battery,commissioning,153.65,120,480,40.97,,2045-12-31T14:00:00+10:00,2026-07-07T10:55:00+10:00,2026-07-30T11:25:00+10:00
SMFBESS2,Summerfield 2,NEM,SA1,-34.958457,139.2099,SMFBESS2,SMFBESS2,battery,commissioning,153.65,120,480,4.99,,2045-12-31T14:00:00+10:00,2026-07-06T14:05:00+10:00,2026-07-29T11:15:00+10:00
SMCSF,Sun Metals,NEM,QLD1,-19.332335,146.875929,SMCSF1,SMCSF1,solar_utility,operating,143,121,,121.825,,2041-12-31T14:00:00+08:00,2018-05-30T07:00:00+08:00,2026-08-01T16:20:00+08:00
SUNRSF1,Sunraysia,NEM,NSW1,-34.804891,143.491185,SUNRSF1,SUNRSF1,solar_utility,operating,228,200,,200.5781,,2048-12-31T14:00:00+10:00,2020-11-10T00:05:00+10:00,2026-08-01T16:20:00+10:00
VALDORA,Sunshine Coast,NEM,QLD1,-26.560094,153.02574,VALDORA1,VALDORA1,solar_utility,operating,15,15,,,,2049-12-31T14:00:00Z,,
SUNTPSF,Suntop,NEM,NSW1,-32.583514,148.826931,SUNTPSF1,SUNTPSF1,solar_utility,operating,175,150,,149.9785,,2055-12-31T14:00:00+10:00,2021-08-04T18:05:00+10:00,2026-08-01T16:20:00+10:00
SNB1,Supernode,NEM,QLD1,-27.458521,153.111745,SNB01,SNB01,battery,operating,337.4,260,545,260.3784,,2049-12-31T14:00:00+10:00,2025-10-17T12:35:00+10:00,2026-08-01T16:20:00+10:00
SNB02,Supernode 2,NEM,QLD1,-27.449227,153.112538,SNB02,SNB02,battery,operating,337.4,260,1090,263.7393,,2050-12-31T14:00:00+10:00,2026-02-27T14:20:00+10:00,2026-08-01T16:20:00+10:00
SRSF,Susan River,NEM,QLD1,-25.419331,152.741687,SRSF1,SRSF1,solar_utility,operating,85,75,,75.45,,2048-12-31T14:00:00+08:00,2018-12-28T13:40:00+08:00,2026-08-01T16:20:00+08:00
SWANBBF,Swanbank,NEM,QLD1,-27.65619,152.817139,SWANBBF1,SWANBBF1,battery,operating,331.2,250,500,250,,2044-12-31T14:00:00+10:00,2025-11-07T10:10:00+10:00,2026-08-01T16:20:00+10:00
SWAN_E,Swanbank E,NEM,QLD1,-27.655138,152.817933,SWAN_E,SWAN_E,gas_ccgt,operating,385,385,,545.23,,2035-12-31T14:00:00+10:00,2002-05-21T10:55:00+10:00,2026-08-01T16:20:00+10:00
TABMILL2,Tableland Mill,NEM,QLD1,-17.119813,145.34513,TABMILL2,TABMILL2,bioenergy_biomass,operating,24,17,,,,2039-12-31T14:00:00Z,,
TAHMOOR,Tahmoor,NEM,NSW1,-34.249117,150.577718,TAHMOOR1,TAHMOOR1,gas_wcmg,operating,7.04,7,,,,2034-12-31T14:00:00Z,,
TBSF,Tailem Bend,NEM,SA1,-35.271346,139.488379,TBSF1,TBSF1,solar_utility,operating,108,95,,103.7,,2048-12-31T14:00:00+10:00,2019-02-28T11:55:00+10:00,2026-08-01T16:20:00+10:00
TB2SF,Tailem Bend 2,NEM,SA1,-35.28,139.49,TB2SF1,TB2SF1,solar_utility,operating,105,87,,87.3688,,2052-12-31T14:00:00+10:00,2023-08-25T09:05:00+10:00,2026-08-01T16:20:00+10:00
TB2SF,Tailem Bend 2,NEM,SA1,-35.28,139.49,TB2B1,TB2B1,battery,operating,50,41,84,41.3285,,2047-12-31T14:00:00+10:00,2024-12-03T14:05:00+10:00,2026-08-01T16:20:00+10:00
TALLAWAR,Tallawarra,NEM,NSW1,-34.522808,150.807237,TALWA1,TALWA1,gas_ccgt,operating,440,480,,477.9776,,2042-12-31T14:00:00+10:00,2008-10-14T08:10:00+10:00,2026-07-20T22:50:00+10:00
TALWB,Tallawarra B,NEM,NSW1,-34.522808,150.807237,TALWB1,TALWB1,gas_ocgt,operating,320,320,,323.58,,2052-12-31T14:00:00+10:00,2024-01-24T09:15:00+10:00,2026-07-30T22:40:00+10:00
TAMALA_PARK,Tamala Park,WEM,WEM,-31.706198,115.725734,TAMALA_PARK,TAMALA_PARK,bioenergy_biogas,operating,6,6,,5.521,,,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
TVCCPS,Tamar Valley,NEM,TAS1,-41.140348,146.904872,TVCC201,TVCC201,gas_ccgt,operating,208.6,208,,220.47,,2049-12-31T14:00:00+10:00,2009-06-27T15:25:00+10:00,2026-08-01T16:20:00+10:00
TARALGA,Taralga,NEM,NSW1,-34.431428,149.865258,TARALGA1,TARALGA1,wind,operating,106.8,106,,110.8116,,2041-12-31T14:00:00+08:00,2014-12-22T16:35:00+08:00,2026-08-01T16:20:00+08:00
TARBESS,Tarong,NEM,QLD1,-26.780561,151.910086,TARBESS1,TARBESS1,battery,operating,393,300,600,303.747,,2044-12-31T14:00:00+10:00,2025-06-12T09:00:00+10:00,2026-08-01T16:20:00+10:00
TARONG,Tarong,NEM,QLD1,-26.784086,151.914537,TARONG#1,TARONG#1,coal_black,operating,350,385,,386.5,,2035-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
TARONG,Tarong,NEM,QLD1,-26.784086,151.914537,TARONG#2,TARONG#2,coal_black,operating,350,385,,387,,2035-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
TARONG,Tarong,NEM,QLD1,-26.784086,151.914537,TARONG#3,TARONG#3,coal_black,operating,350,385,,386,,2036-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
TARONG,Tarong,NEM,QLD1,-26.784086,151.914537,TARONG#4,TARONG#4,coal_black,operating,350,385,,381.1,,2036-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
TARONGN,Tarong North,NEM,QLD1,-26.774391,151.914007,TNPS1,TNPS1,coal_black,operating,443,480,,484.3,,2036-12-31T14:00:00+10:00,2002-11-09T13:15:00+10:00,2026-08-01T16:20:00+10:00
TARRALEA,Tarraleah,NEM,TAS1,-42.301224,146.457294,TARRALEA,TARRALEA,hydro,operating,90,94,,127.2,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-08-01T16:20:00+10:00
TATIARA,Tataria,NEM,SA1,-36.326977,140.737035,TATIARA1,TATIARA1,distillate,operating,0.5,1,,,,,,
TATURA,Tatura,NEM,VIC1,-36.47915,145.235037,TATURA01,TATURA01,bioenergy_biogas,operating,1.1,1,,,,2037-12-31T14:00:00Z,,
TEMPB,Templers,NEM,SA1,-34.46293,138.764848,TEMPB1,TEMPB1,battery,operating,138,111,285,111.1,,2048-12-31T14:00:00+10:00,2025-05-20T08:35:00+10:00,2026-07-13T17:20:00+10:00
TRGBESS,Terang,NEM,VIC1,-38.231839,142.933262,TRGBESS1,TRGBESS1,battery,operating,100,100,200,100.09,,2055-12-31T14:00:00+10:00,2026-02-12T15:05:00+10:00,2026-07-30T21:55:00+10:00
BLUFF,The Bluff,NEM,SA1,-33.367741,138.79379,BLUFF1,BLUFF1,wind,operating,52.5,53,,53.3,,2035-12-31T14:00:00+08:00,2011-07-05T15:50:00+08:00,2026-08-01T14:25:00+08:00
THEDROP,The Drop,NEM,NSW1,-35.973527,145.999274,THEDROP1,THEDROP1,hydro,operating,2.5,3,,,,2052-12-31T14:00:00Z,,
TIMWEST,Timboon West,NEM,VIC1,-38.528351,142.916231,TIMWEST,TIMWEST,wind,operating,7.2,7.2,,,,2047-12-31T14:00:00Z,,
TOORAWF,Toora,NEM,VIC1,-38.653258,146.340154,TOORAWF,TOORAWF,wind,operating,21,21,,,,2031-12-31T14:00:00Z,,
TIB,Torrens Island,NEM,SA1,-34.802305,138.520262,TIB1,TIB1,battery,operating,250,250,250,251.23,,2042-12-31T14:00:00+10:00,2024-08-08T04:15:00+10:00,2026-08-01T16:15:00+10:00
TORRIS,Torrens Island,NEM,SA1,-34.80651,138.523127,TORRB2,TORRB2,gas_steam,operating,200,210,,215.95,,2028-06-29T14:00:00+10:00,1998-12-09T05:40:00+10:00,2026-08-01T16:20:00+10:00
TORRIS,Torrens Island,NEM,SA1,-34.80651,138.523127,TORRB4,TORRB4,gas_steam,operating,200,210,,213.5153,,2028-06-29T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-07-27T10:10:00+10:00
TORRIS,Torrens Island,NEM,SA1,-34.80651,138.523127,TORRB3,TORRB3,gas_steam,operating,200,210,,213.18,,2028-06-29T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T00:40:00+10:00
TORRIS,Torrens Island,NEM,SA1,-34.80651,138.523127,TORRB1,TORRB1,gas_steam,operating,200,210,,220.1,,2026-06-29T14:00:00+10:00,1998-12-08T05:40:00+10:00,2021-12-07T11:15:00+10:00
TOWER,Tower,NEM,NSW1,-34.219461,150.718012,TOWER,TOWER,gas_wcmg,operating,41.2,41,,,,2035-12-31T14:00:00Z,,
YABULU,Townsville,NEM,QLD1,-19.20127,146.618573,YABULU,YABULU,gas_ccgt,operating,160,174,,174.78,,2045-12-31T14:00:00+10:00,1998-12-16T19:35:00+10:00,2026-07-09T20:50:00+10:00
YABULU,Townsville,NEM,QLD1,-19.20127,146.618573,YABULU2,YABULU2,gas_ccgt,operating,82,84,,85.37,,2045-12-31T14:00:00+10:00,2004-12-08T18:10:00+10:00,2025-01-05T15:15:00+10:00
TGNSS,Traralgon Network Support,NEM,VIC1,-37.833513,144.965955,TGNSS1,TGNSS1,gas_recip,operating,10,10,,,,2049-12-31T14:00:00Z,,
TREVALLN,Trevallyn,NEM,TAS1,-41.42262,147.111785,TREVALLN,TREVALLN,hydro,operating,93,107,,101.843,,2099-12-31T14:00:00+10:00,2005-05-16T17:40:00+10:00,2026-08-01T09:15:00+10:00
TRIBUTE,Tribute,NEM,TAS1,-41.815832,145.650178,TRIBUTE,TRIBUTE,hydro,operating,82.8,92,,93.63,,2099-12-31T14:00:00+10:00,2005-05-17T07:20:00+10:00,2026-08-01T16:20:00+10:00
TRIBUTE,Tribute,NEM,TAS1,-41.815832,145.650178,TRIBNL1,TRIBNL1,hydro,operating,25,,,,,2099-12-31T14:00:00Z,,
TULLYSM,Tully Sugar Mill,NEM,QLD1,-17.937329,145.92739,TULLYSM1,TULLYSM1,bioenergy_biomass,operating,32,10,,11.8,,2049-12-31T14:00:00+10:00,2024-08-27T00:05:00+10:00,2026-08-01T16:20:00+10:00
SNOWY2,Tumut,NEM,NSW1,-35.952003,148.367255,UPPTUMUT,UPPTUMUT,hydro,operating,616,665,,674.9154,,2069-12-31T14:00:00+10:00,2001-07-15T00:35:00+10:00,2026-08-01T16:20:00+10:00
TUMUT3,Tumut 3,NEM,NSW1,-35.611138,148.29175,TUMUT3,TUMUT3,hydro,operating,1500,1800,,1804.0284,,2069-12-31T14:00:00+10:00,2001-07-16T07:45:00+10:00,2026-07-31T20:10:00+10:00
TUMUT3,Tumut 3,NEM,NSW1,-35.611138,148.29175,SNOWYP,SNOWYP,pumps,operating,600,600,,625.2,,2069-12-31T14:00:00+10:00,1998-12-09T18:15:00+10:00,2026-07-30T15:50:00+10:00
TUNGATIN,Tungatinah,NEM,TAS1,-42.296802,146.456568,TUNGATIN,TUNGATIN,hydro,operating,125,142,,144.58,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-08-01T16:20:00+10:00
ULBESS,Ulinda Park,NEM,QLD1,-26.92635,150.717472,ULPBESS1,ULPBESS1,battery,operating,197,155,300,155.341,,2064-12-31T14:00:00+10:00,2025-06-17T09:30:00+10:00,2026-08-01T16:20:00+10:00
URANQ,Uranquinty,NEM,NSW1,-35.180061,147.21567,URANQ14,URANQ14,gas_ocgt,operating,166,173,,174.0352,,2048-12-31T14:00:00+10:00,2008-10-27T20:15:00+10:00,2026-07-30T22:45:00+10:00
URANQ,Uranquinty,NEM,NSW1,-35.180061,147.21567,URANQ12,URANQ12,gas_ocgt,operating,166,173,,173.9803,,2048-12-31T14:00:00+10:00,2008-10-27T19:55:00+10:00,2026-07-30T23:50:00+10:00
URANQ,Uranquinty,NEM,NSW1,-35.180061,147.21567,URANQ11,URANQ11,gas_ocgt,operating,166,173,,174.023,,2048-12-31T14:00:00+10:00,2008-10-27T19:50:00+10:00,2026-07-30T23:35:00+10:00
URANQ,Uranquinty,NEM,NSW1,-35.180061,147.21567,URANQ13,URANQ13,gas_ocgt,operating,166,173,,173.8766,,2048-12-31T14:00:00+10:00,2008-10-27T19:50:00+10:00,2026-07-31T08:40:00+10:00
VP,Vales Point B,NEM,NSW1,-33.16078,151.543985,VP5,VP5,coal_black,operating,660,680,,690.22,,2032-12-31T14:00:00+10:00,1999-01-22T09:55:00+10:00,2026-08-01T16:20:00+10:00
VP,Vales Point B,NEM,NSW1,-33.16078,151.543985,VP6,VP6,coal_black,operating,660,680,,710.75,,2032-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
VPGS,Valley Power Peaking,NEM,VIC1,-38.253709,146.588886,VPGS6,VPGS6,gas_ocgt,operating,50,60,,57,,2069-12-31T14:00:00+10:00,2002-05-16T15:25:00+10:00,2026-07-08T10:05:00+10:00
VPGS,Valley Power Peaking,NEM,VIC1,-38.253709,146.588886,VPGS4,VPGS4,gas_ocgt,operating,50,60,,61.25,,2069-12-31T14:00:00+10:00,2002-05-16T11:40:00+10:00,2026-07-08T10:00:00+10:00
VPGS,Valley Power Peaking,NEM,VIC1,-38.253709,146.588886,VPGS2,VPGS2,gas_ocgt,operating,50,60,,68.75,,2069-12-31T14:00:00+10:00,2002-05-16T13:05:00+10:00,2026-07-08T09:55:00+10:00
VPGS,Valley Power Peaking,NEM,VIC1,-38.253709,146.588886,VPGS3,VPGS3,gas_ocgt,operating,50,60,,67.4,,2069-12-31T14:00:00+10:00,2002-05-16T13:05:00+10:00,2026-07-23T08:10:00+10:00
VPGS,Valley Power Peaking,NEM,VIC1,-38.253709,146.588886,VPGS5,VPGS5,gas_ocgt,operating,50,60,,63.55,,2069-12-31T14:00:00+10:00,2002-05-16T13:05:00+10:00,2026-07-08T10:05:00+10:00
VPGS,Valley Power Peaking,NEM,VIC1,-38.253709,146.588886,VPGS1,VPGS1,gas_ocgt,operating,50,60,,67.45,,2069-12-31T14:00:00+10:00,2002-05-15T18:10:00+10:00,2026-07-30T14:20:00+10:00
TITREE,Veolia Ti Tree,NEM,QLD1,-27.695551,152.650313,TITREE,TITREE,bioenergy_biogas,operating,2,2,,,,2071-12-31T14:00:00Z,,
VICMILL,Victoria Mill,NEM,QLD1,-18.650208,146.200866,VICMILL1,VICMILL1,bioenergy_biomass,operating,24,24,,,,2039-12-31T14:00:00Z,,
VBB,Victorian Big Battery,NEM,VIC1,-38.038278,144.290383,VBB1,VBB1,battery,operating,360,300,450,300.9,,2040-12-31T14:00:00+10:00,2024-10-02T13:10:00+10:00,2026-08-01T16:20:00+10:00
ALCOA_WGP,Wagerup,WEM,WEM,-32.91546,115.917892,ALINTA_WGP_U2,ALINTA_WGP_U2,gas_ocgt,operating,196.85,196.85,,212.2134,,2046-11-30T16:00:00+08:00,2014-02-24T10:30:00+08:00,2026-07-27T10:10:00+08:00
ALCOA_WGP,Wagerup,WEM,WEM,-32.91546,115.917892,ALCOA_WGP,ALCOA_WGP,gas_ocgt,operating,26,26,,28.436,,2048-10-31T16:00:00+08:00,2013-12-17T08:00:00+08:00,2026-07-31T21:20:00+08:00
ALCOA_WGP,Wagerup,WEM,WEM,-32.91546,115.917892,ALINTA_WGP_GT,ALINTA_WGP_GT,gas_ocgt,operating,195.15,195.15,,212.5834,,2046-11-30T16:00:00+08:00,2014-01-11T14:30:00+08:00,2026-08-01T13:10:00+08:00
ALINTA_WGP_ESR,Wagerup,WEM,WEM,-32.918167,115.916584,ALINTA_WGP_ESR1,ALINTA_WGP_ESR1,battery,commissioning,100,100,200,6.4,,,2026-07-25T13:35:00+08:00,2026-08-01T14:15:00+08:00
WAGGNSF,Wagga North,NEM,NSW1,-35.070575,147.438807,WAGGNSF1,WAGGNSF1,solar_utility,operating,55,48,,57.2799,,2049-12-31T14:00:00+10:00,2021-08-03T18:00:00+10:00,2026-08-01T16:20:00+10:00
ALINTA_WWF,Walkaway,WEM,WEM,-28.902492,114.892717,ALINTA_WWF,ALINTA_WWF,wind,operating,89.1,89.1,,88.1,,2043-12-31T16:00:00+08:00,2013-12-17T08:00:00+08:00,2026-08-01T14:15:00+08:00
WLWLSF,Walla Walla,NEM,NSW1,-35.747397,146.96666,WLWLSF2,WLWLSF2,solar_utility,operating,201.6,150,,152.8084,,2053-12-31T14:00:00+10:00,2024-10-28T09:15:00+10:00,2026-08-01T16:20:00+10:00
WLWLSF,Walla Walla,NEM,NSW1,-35.747397,146.96666,WLWLSF1,WLWLSF1,solar_utility,operating,201.6,150,,153.0282,,2053-12-31T14:00:00+10:00,2024-10-21T17:25:00+10:00,2026-08-01T16:20:00+10:00
WALGRV,Wallgrove,NEM,NSW1,-33.813917,150.830827,WALGRV1,WALGRV1,battery,operating,50,50,78,51.0293,,2035-12-31T14:00:00+10:00,2024-10-08T11:05:00+10:00,2026-08-01T16:20:00+10:00
PRDSO_WALPOLE,Walpole,WEM,WEM,-34.988023,116.722925,PRDSO_WALPOLE_HG1,PRDSO_WALPOLE_HG1,hydro,operating,1.5,1.5,30,10.296,,,2025-03-04T12:25:00+10:00,2026-08-01T14:15:00+10:00
WAMBOWF,Wambo,NEM,QLD1,-26.603045,151.246876,WAMBOWF1,WAMBOWF1,wind,operating,252,245,,245.398,,2054-12-31T14:00:00+10:00,2025-06-21T11:25:00+10:00,2026-07-29T08:45:00+10:00
WAMBOWF,Wambo,NEM,QLD1,-26.603045,151.246876,WAMBOWF2,WAMBOWF2,wind,commissioning,254,247,,75.526,,,2026-04-28T00:05:00+10:00,2026-08-01T16:20:00+10:00
WANDSF,Wandoan,NEM,QLD1,-26.248848,149.765988,WANDSF1,WANDSF1,solar_utility,operating,159,125,,136.263,,2052-12-31T14:00:00+10:00,2023-05-25T12:05:00+10:00,2026-08-01T16:20:00+10:00
WANDBG,Wandoan South,NEM,QLD1,-26.261526,149.765738,WANDB1,WANDB1,battery,operating,123,100,150,100.4452,,2050-12-31T14:00:00+10:00,2024-08-08T05:00:00+10:00,2026-08-01T16:20:00+10:00
WNSF,Wangaratta,NEM,VIC1,-36.326757,146.359901,WNSF1,WNSF1,solar_utility,operating,26.4,22,,23.35,,,2025-08-02T07:15:00+10:00,2026-08-01T16:20:00+10:00
WTAHB,Waratah Super Battery,NEM,NSW1,-33.209781,151.544911,WTAHB1,WTAHB1,battery,operating,1095.84,850,1680,855.6267,,2064-12-31T14:00:00+10:00,2024-09-03T00:05:00+10:00,2026-08-01T16:20:00+10:00
WARRADARGE,Warradarge,WEM,WEM,-29.942809,115.470459,WARRADARGE_WF1,WARRADARGE_WF1,wind,operating,180,180,,178.8836,,2049-12-31T16:00:00+10:00,2020-08-05T11:00:00+10:00,2026-08-01T14:15:00+10:00
WARWSF,Warwick,NEM,QLD1,-28.183037,152.071764,WARWSF2,WARWSF2,solar_utility,operating,39,32,,32.7,,2044-12-31T14:00:00+08:00,2020-09-22T08:25:00+08:00,2026-08-01T16:20:00+08:00
WARWSF,Warwick,NEM,QLD1,-28.183037,152.071764,WARWSF1,WARWSF1,solar_utility,operating,39,32,,32.89,,2045-12-31T14:00:00+08:00,2020-09-22T08:35:00+08:00,2026-08-01T16:20:00+08:00
WATERLWF,Waterloo,NEM,SA1,-34.001298,138.91088,WATERLWF,WATERLWF,wind,operating,130.8,130,,135,,2050-12-31T14:00:00+10:00,2010-08-20T00:05:00+10:00,2026-08-01T16:20:00+10:00
WPWF,Wattle Point,NEM,SA1,-35.110379,137.705789,WPWF,WPWF,wind,operating,91,91,,133.12,,2030-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
WAUBRAWF,Waubra,NEM,VIC1,-37.357446,143.603659,WAUBRAWF,WAUBRAWF,wind,operating,192,192,,187.689,,2033-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
WELLSF1,Wellington,NEM,NSW1,-32.5207,148.9675,WELLSF1,WELLSF1,solar_utility,operating,216,170,,173.6637,,2050-12-31T14:00:00+10:00,2020-11-14T14:35:00+10:00,2026-08-01T16:20:00+10:00
WELNSF,Wellington North,NEM,NSW1,-32.514353,148.957634,WELNSF1,WELNSF1,solar_utility,operating,436,330,,332.0469,,2063-12-31T14:00:00+10:00,2024-05-21T15:25:00+10:00,2026-08-01T16:20:00+10:00
WEMENSF1,Wemen,NEM,VIC1,-34.799853,142.547621,WEMENSF1,WEMENSF1,solar_utility,operating,97,88,,89.4,,2048-12-31T14:00:00+10:00,2018-11-07T12:30:00+10:00,2026-08-01T16:20:00+10:00
BLAIRFOX_WESTHILLS,West Hills,WEM,WEM,-30.858103,115.463261,BLAIRFOX_WESTHILLS_WF3,BLAIRFOX_WESTHILLS_WF3,wind,operating,5,5,,5.133,,2028-12-31T16:00:00+08:00,2013-12-18T12:00:00+08:00,2026-08-01T05:00:00+08:00
WESTILLA,West Illawarra Leagues Club,NEM,NSW1,-34.451645,150.843037,WESTILL1,WESTILL1,distillate,operating,1,1,,,,2049-12-31T14:00:00Z,,
WEST_KALGOORLIE,West Kalgoorlie,WEM,WEM,-30.780403,121.421519,WEST_KALGOORLIE_GT2,WEST_KALGOORLIE_GT2,distillate,operating,41.2,41.2,,43.936,,2025-12-31T16:00:00+10:00,2014-01-09T08:00:00+10:00,2026-08-01T07:55:00+10:00
